Time (seconds),X-Force,Y-Force,Z-Force,AbsoluteForce
28.30,96,48,-976,981
28.33,112,48,-992,999
28.35,112,64,-992,1000
28.38,112,48,-976,983
28.40,128,48,-1008,1017
28.43,128,48,-976,985
28.47,112,48,-976,983
28.49,112,48,-960,967
28.52,128,48,-976,985
28.54,96,64,-992,998
28.57,112,64,-992,1000
28.59,112,64,-976,984
28.61,128,64,-976,986
28.64,112,48,-992,999
28.66,144,48,-976,987
28.69,80,48,-976,980
28.71,112,48,-992,999
28.73,128,48,-992,1001
28.78,80,48,-976,980
28.80,112,64,-976,984
28.83,112,32,-960,967
28.85,128,64,-992,1002
28.87,128,80,-976,987
28.90,144,64,-976,988
28.92,112,48,-944,951
28.95,128,64,-960,970
28.97,112,48,-976,983
28.99,112,64,-976,984
29.02,96,48,-976,981
29.06,112,64,-960,968
29.09,112,64,-992,1000
29.11,112,48,-976,983
29.13,96,48,-960,965
29.16,112,64,-976,984
29.18,112,48,-976,983
29.21,112,48,-992,999
29.23,112,64,-976,984
29.25,112,48,-976,983
29.28,112,48,-976,983
29.30,112,64,-992,1000
29.33,96,48,-960,965
29.37,96,48,-976,981
29.39,112,80,-960,969
29.42,128,48,-976,985
29.44,112,80,-976,985
29.47,96,64,-976,982
29.49,112,64,-976,984
29.51,128,48,-976,985
29.54,112,48,-960,967
29.56,128,48,-976,985
29.59,96,48,-1008,1013
29.61,128,48,-976,985
29.63,96,48,-976,981
29.68,96,48,-992,997
29.70,112,48,-976,983
29.73,112,64,-992,1000
29.75,128,48,-960,969
29.78,128,64,-960,970
29.80,96,32,-960,965
29.83,128,48,-976,985
29.85,128,48,-976,985
29.87,96,48,-976,981
29.90,128,64,-976,986
29.92,112,48,-976,983
29.97,112,32,-976,982
29.99,96,32,-992,997
30.01,112,48,-976,983
30.04,112,48,-976,983
30.06,112,48,-976,983
30.09,112,32,-976,982
30.11,144,64,-960,972
30.13,96,48,-976,981
30.16,128,48,-992,1001
30.18,80,64,-976,981
30.21,128,64,-992,1002
30.23,144,64,-992,1004
30.27,128,48,-992,1001
30.30,96,64,-992,998
30.32,112,80,-992,1001
30.35,112,48,-960,967
30.37,128,48,-976,985
30.40,96,64,-976,982
30.42,128,48,-1008,1017
30.45,112,48,-992,999
30.47,128,48,-976,985
30.49,112,48,-976,983
30.52,96,48,-976,981
30.54,112,48,-976,983
30.70,96,48,-976,981
30.72,112,64,-976,984
30.75,112,64,-976,984
30.77,80,64,-976,981
30.79,112,48,-976,983
30.82,96,48,-992,997
30.84,112,48,-992,999
30.87,80,64,-976,981
30.89,96,64,-976,982
30.91,112,80,-992,1001
30.94,112,48,-976,983
30.97,96,64,-976,982
31.00,112,48,-976,983
31.03,112,64,-960,968
31.05,128,48,-976,985
31.07,112,48,-976,983
31.10,112,32,-976,982
31.13,112,48,-976,983
31.15,112,48,-976,983
31.17,96,48,-976,981
31.20,128,64,-992,1002
31.22,112,48,-976,983
31.25,128,48,-976,985
31.29,96,48,-992,997
31.31,128,64,-976,986
31.34,112,48,-976,983
31.36,112,48,-976,983
31.39,128,48,-976,985
31.41,96,64,-960,966
31.43,128,64,-960,970
31.46,112,48,-976,983
31.48,112,48,-976,983
31.51,112,64,-992,1000
31.53,112,64,-992,1000
31.55,144,48,-992,1003
31.60,112,64,-976,984
31.62,96,64,-992,998
31.65,112,48,-992,999
31.67,112,48,-976,983
31.69,112,64,-992,1000
31.72,96,80,-1008,1015
31.74,112,48,-992,999
31.77,128,64,-960,970
31.79,96,48,-976,981
31.82,112,48,-976,983
31.84,112,64,-976,984
31.89,112,64,-976,984
31.91,112,64,-976,984
31.93,96,48,-976,981
31.96,112,32,-992,998
31.98,96,48,-1008,1013
32.01,128,48,-976,985
32.03,128,48,-976,985
32.05,96,48,-992,997
32.08,112,48,-976,983
32.10,96,48,-976,981
32.13,112,64,-992,1000
32.15,128,48,-992,1001
32.19,112,48,-976,983
32.22,112,64,-976,984
32.24,112,64,-976,984
32.27,128,48,-976,985
32.29,112,64,-976,984
32.31,96,48,-976,981
32.34,144,64,-976,988
32.36,128,48,-992,1001
32.39,112,32,-992,998
32.41,112,48,-992,999
32.44,112,64,-1008,1016
32.46,112,48,-976,983
32.51,96,64,-976,982
32.53,112,48,-992,999
32.55,128,64,-976,986
32.58,112,48,-976,983
32.60,112,48,-992,999
32.63,112,48,-992,999
32.65,112,48,-976,983
32.67,112,48,-976,983
32.70,112,48,-976,983
32.72,144,64,-992,1004
32.75,112,64,-976,984
32.79,112,32,-976,982
32.81,112,64,-992,1000
32.84,128,48,-976,985
32.86,128,64,-976,986
32.89,96,48,-976,981
32.91,112,48,-992,999
32.93,128,64,-992,1002
32.96,128,48,-960,969
32.98,96,48,-960,965
33.01,112,64,-960,968
33.03,112,64,-960,968
33.06,112,64,-976,984
33.10,112,48,-976,983
33.12,96,48,-992,997
33.15,112,64,-976,984
33.17,128,64,-976,986
33.19,96,48,-992,997
33.22,112,48,-960,967
33.24,128,64,-976,986
33.27,96,48,-976,981
33.29,112,48,-976,983
33.31,112,64,-960,968
33.34,112,64,-976,984
33.36,128,48,-992,1001
33.41,128,64,-992,1002
33.43,112,48,-960,967
33.45,128,48,-976,985
33.48,128,64,-976,986
33.50,112,32,-976,982
33.53,96,48,-992,997
33.55,144,64,-960,972
33.57,96,48,-992,997
33.60,128,64,-976,986
33.62,128,48,-976,985
33.65,112,64,-960,968
33.69,112,64,-960,968
33.71,112,64,-976,984
33.74,112,64,-992,1000
33.77,112,64,-992,1000
33.79,112,48,-992,999
33.81,128,48,-992,1001
33.84,112,48,-976,983
33.86,112,48,-976,983
33.89,112,64,-992,1000
33.91,128,80,-976,987
33.93,144,64,-960,972
33.96,112,32,-976,982
34.00,112,48,-960,967
34.03,128,64,-976,986
34.05,112,64,-960,968
34.07,96,64,-976,982
34.10,128,64,-976,986
34.12,112,64,-976,984
34.15,96,64,-976,982
34.17,128,48,-976,985
34.19,112,80,-976,985
34.22,112,48,-960,967
34.24,112,48,-976,983
34.29,112,32,-976,982
34.31,128,48,-976,985
34.33,112,64,-992,1000
34.36,80,64,-976,981
34.38,144,64,-976,988
34.41,112,64,-976,984
34.43,112,64,-976,984
34.46,144,48,-976,987
34.48,96,32,-976,981
34.51,96,48,-992,997
34.53,96,48,-976,981
34.55,96,48,-976,981
34.60,96,32,-976,981
34.62,112,32,-976,982
34.65,128,48,-992,1001
34.67,96,48,-976,981
34.69,112,48,-992,999
34.72,112,48,-976,983
34.74,112,48,-960,967
34.77,112,48,-976,983
34.79,112,48,-976,983
34.81,112,64,-992,1000
34.84,112,32,-976,982
34.86,96,48,-976,981
34.91,128,48,-992,1001
34.93,128,64,-960,970
34.95,112,64,-992,1000
34.98,128,64,-960,970
35.00,128,64,-960,970
35.03,112,64,-992,1000
35.05,112,64,-976,984
35.08,112,48,-976,983
35.10,96,32,-960,965
35.13,96,48,-976,981
35.15,96,48,-960,965
35.17,112,48,-992,999
35.22,112,48,-976,983
35.24,128,64,-976,986
35.27,112,48,-960,967
35.29,112,48,-992,999
35.31,96,48,-960,965
35.34,96,80,-992,999
35.36,112,48,-976,983
35.39,80,48,-976,980
35.41,112,64,-960,968
35.43,112,64,-992,1000
35.46,96,64,-976,982
35.61,96,32,-960,965
35.63,128,64,-976,986
35.65,128,64,-960,970
35.68,128,64,-960,970
35.70,128,32,-976,984
35.73,112,48,-1008,1015
35.75,96,64,-976,982
35.77,112,48,-976,983
35.80,144,48,-976,987
35.83,128,48,-976,985
35.85,112,32,-992,998
35.87,128,64,-976,986
35.92,112,48,-960,967
35.94,112,64,-976,984
35.97,112,48,-992,999
35.99,128,80,-992,1003
36.01,112,64,-992,1000
36.04,96,48,-976,981
36.06,96,48,-976,981
36.09,96,64,-976,982
36.11,112,48,-976,983
36.13,112,48,-976,983
36.16,112,64,-992,1000
36.18,112,32,-976,982
36.23,128,48,-992,1001
36.25,112,64,-992,1000
36.27,128,64,-976,986
36.30,112,32,-992,998
36.32,112,48,-976,983
36.35,96,64,-992,998
36.37,96,48,-960,965
36.39,112,32,-976,982
36.42,112,48,-992,999
36.44,112,64,-976,984
36.47,96,48,-976,981
36.51,112,48,-992,999
36.54,112,48,-976,983
36.56,112,48,-976,983
36.59,128,32,-976,984
36.61,112,32,-976,982
36.63,112,32,-976,982
36.66,112,48,-976,983
36.68,128,48,-976,985
36.71,112,48,-992,999
36.73,112,32,-960,967
36.75,96,32,-976,981
36.78,112,64,-976,984
36.82,96,64,-960,966
36.85,112,48,-992,999
36.87,112,64,-960,968
36.89,112,48,-960,967
36.92,112,48,-976,983
36.94,112,48,-976,983
36.97,96,48,-976,981
36.99,128,48,-976,985
37.01,112,64,-992,1000
37.04,112,64,-976,984
37.06,128,48,-992,1001
37.09,112,48,-992,999
37.13,96,48,-976,981
37.15,112,64,-976,984
37.18,144,48,-976,987
37.20,96,48,-992,997
37.23,112,64,-976,984
37.25,128,48,-976,985
37.27,112,64,-992,1000
37.30,80,64,-976,981
37.32,112,48,-976,983
37.35,96,48,-976,981
37.37,112,64,-992,1000
37.41,128,48,-976,985
37.44,128,64,-960,970
37.46,128,48,-960,969
37.49,96,48,-960,965
37.51,128,48,-976,985
37.53,80,48,-960,964
37.56,112,48,-992,999
37.58,96,48,-992,997
37.61,112,48,-976,983
37.63,112,48,-976,983
37.65,112,48,-992,999
37.68,128,48,-976,985
37.72,112,48,-976,983
37.75,112,48,-976,983
37.77,112,48,-976,983
37.80,112,48,-976,983
37.82,128,64,-976,986
37.85,112,32,-960,967
37.87,112,48,-992,999
37.89,112,48,-976,983
37.92,112,48,-992,999
37.94,128,64,-976,986
37.97,112,48,-960,967
37.99,112,64,-960,968
38.03,112,48,-976,983
38.06,112,48,-976,983
38.08,96,64,-976,982
38.11,112,64,-976,984
38.13,112,64,-992,1000
38.15,112,48,-976,983
38.18,112,48,-992,999
38.20,112,48,-976,983
38.23,112,48,-960,967
38.25,96,32,-976,981
38.27,112,64,-976,984
38.32,112,48,-992,999
38.34,128,64,-976,986
38.37,128,48,-976,985
38.39,112,48,-976,983
38.42,112,48,-976,983
38.44,112,48,-976,983
38.47,96,48,-992,997
38.49,112,48,-976,983
38.51,112,80,-944,953
38.54,112,48,-976,983
38.56,96,48,-976,981
38.59,112,32,-976,982
38.63,128,64,-976,986
38.65,96,64,-960,966
38.68,112,48,-976,983
38.70,128,48,-960,969
38.73,112,64,-976,984
38.75,128,64,-960,970
38.77,112,48,-976,983
38.80,96,48,-992,997
38.82,128,64,-960,970
38.85,128,48,-960,969
38.87,112,64,-976,984
38.89,112,48,-960,967
38.94,128,64,-976,986
38.96,112,64,-992,1000
38.99,96,48,-976,981
39.01,128,64,-960,970
39.03,112,48,-1008,1015
39.06,112,64,-992,1000
39.09,112,64,-976,984
39.11,96,48,-976,981
39.13,96,48,-960,965
39.16,112,64,-976,984
39.18,128,48,-992,1001
39.23,112,64,-992,1000
39.25,112,64,-992,1000
39.27,112,48,-992,999
39.30,112,32,-976,982
39.32,96,64,-976,982
39.35,128,32,-992,1000
39.37,128,64,-976,986
39.39,112,48,-976,983
39.42,80,64,-992,997
39.44,112,48,-976,983
39.47,128,64,-960,970
39.49,128,48,-976,985
39.53,96,64,-976,982
39.56,112,48,-992,999
39.58,112,48,-976,983
39.61,128,48,-992,1001
39.63,112,48,-976,983
39.65,112,48,-992,999
39.68,112,32,-992,998
39.70,96,48,-960,965
39.73,128,64,-960,970
39.75,96,64,-976,982
39.78,96,80,-992,999
39.80,112,48,-976,983
39.85,96,48,-992,997
39.87,128,48,-992,1001
39.89,112,80,-992,1001
39.92,128,48,-976,985
39.94,128,64,-992,1002
39.97,112,64,-976,984
39.99,128,48,-976,985
40.01,112,64,-976,984
40.04,96,48,-976,981
40.06,112,48,-976,983
40.09,128,48,-960,969
40.13,112,48,-992,999
40.15,112,48,-976,983
40.18,112,48,-976,983
40.20,112,48,-976,983
40.23,128,48,-976,985
40.25,112,64,-960,968
40.27,96,48,-976,981
40.30,128,32,-976,984
40.32,128,64,-976,986
40.35,96,48,-976,981
40.37,96,48,-992,997
40.40,128,64,-992,1002
40.55,96,48,-976,981
40.58,112,80,-960,969
40.60,128,48,-976,985
40.63,112,48,-976,983
40.65,112,48,-992,999
40.67,112,48,-976,983
40.70,112,48,-976,983
40.72,112,48,-976,983
40.75,112,48,-992,999
40.77,128,64,-992,1002
40.79,96,64,-992,998
40.82,112,48,-976,983
40.86,112,32,-976,982
40.89,112,64,-960,968
40.91,96,64,-976,982
40.93,112,48,-976,983
40.96,96,48,-992,997
40.98,80,64,-976,981
41.01,96,64,-992,998
41.03,128,64,-976,986
41.05,128,48,-976,985
41.08,112,48,-992,999
41.10,128,64,-992,1002
41.13,96,48,-992,997
41.17,112,48,-976,983
41.19,112,48,-976,983
41.22,96,32,-976,981
41.24,128,64,-960,970
41.27,128,32,-960,969
41.29,112,64,-960,968
41.31,112,64,-976,984
41.34,144,48,-976,987
41.36,112,64,-976,984
41.39,128,48,-976,985
41.41,112,64,-992,1000
41.45,112,64,-976,984
41.48,112,64,-976,984
41.50,128,64,-992,1002
41.53,128,64,-960,970
41.55,112,48,-976,983
41.57,96,48,-976,981
41.60,112,64,-992,1000
41.62,112,64,-960,968
41.65,112,48,-976,983
41.67,128,64,-976,986
41.69,128,48,-976,985
41.72,112,32,-992,998
41.76,128,48,-976,985
41.79,128,64,-976,986
41.81,96,48,-1008,1013
41.84,112,32,-992,998
41.86,112,48,-976,983
41.89,112,32,-960,967
41.91,112,64,-992,1000
41.93,112,48,-992,999
41.96,112,48,-976,983
41.98,112,48,-976,983
42.01,128,64,-976,986
42.05,128,48,-976,985
42.07,112,48,-960,967
42.10,112,48,-976,983
42.12,112,48,-960,967
42.15,128,48,-976,985
42.17,144,64,-992,1004
42.19,112,32,-992,998
42.22,112,64,-992,1000
42.24,112,48,-992,999
42.27,112,48,-976,983
42.29,112,48,-976,983
42.31,96,64,-960,966
42.36,112,64,-976,984
42.38,112,80,-976,985
42.41,112,48,-992,999
42.43,112,64,-976,984
42.46,128,64,-960,970
42.48,96,48,-976,981
42.51,128,48,-976,985
42.53,144,48,-976,987
42.55,80,80,-976,982
42.58,128,64,-992,1002
42.60,128,48,-976,985
42.63,128,64,-992,1002
42.67,112,48,-960,967
42.69,96,48,-976,981
42.72,128,80,-992,1003
42.74,112,48,-992,999
42.77,112,48,-976,983
42.79,128,48,-992,1001
42.81,112,48,-976,983
42.84,112,80,-992,1001
42.86,96,48,-976,981
42.89,112,64,-992,1000
42.91,96,64,-992,998
42.95,96,48,-992,997
42.98,112,64,-976,984
43.00,112,64,-976,984
43.03,128,64,-976,986
43.05,112,48,-976,983
43.07,128,48,-992,1001
43.10,112,48,-976,983
43.13,112,48,-944,951
43.15,112,32,-992,998
43.17,112,48,-976,983
43.20,96,64,-992,998
43.22,96,64,-960,966
43.27,112,48,-976,983
43.29,112,32,-976,982
43.31,112,48,-976,983
43.34,112,48,-992,999
43.36,128,48,-992,1001
43.39,128,32,-976,984
43.41,96,64,-1008,1014
43.43,112,64,-992,1000
43.46,112,48,-976,983
43.48,112,48,-944,951
43.51,112,80,-976,985
43.55,128,48,-992,1001
43.57,112,48,-944,951
43.60,128,48,-976,985
43.62,128,48,-992,1001
43.65,112,48,-976,983
43.67,112,48,-976,983
43.69,128,48,-992,1001
43.72,96,48,-976,981
43.74,128,64,-976,986
43.77,112,64,-976,984
43.79,112,64,-992,1000
43.82,112,64,-976,984
43.86,128,48,-976,985
43.89,112,48,-976,983
43.91,128,64,-976,986
43.93,96,64,-960,966
43.96,112,48,-976,983
43.98,112,64,-976,984
44.01,112,48,-992,999
44.03,96,64,-976,982
44.05,128,48,-976,985
44.08,128,64,-976,986
44.10,112,80,-976,985
44.13,128,32,-976,984
44.17,96,48,-976,981
44.19,96,64,-976,982
44.22,112,48,-960,967
44.24,112,64,-992,1000
44.27,112,48,-992,999
44.29,112,48,-976,983
44.31,96,48,-976,981
44.34,128,48,-976,985
44.36,112,48,-992,999
44.39,96,48,-976,981
44.41,112,32,-992,998
44.45,144,48,-960,971
44.48,128,48,-976,985
44.50,112,48,-976,983
44.53,128,48,-976,985
44.55,96,64,-992,998
44.57,112,48,-992,999
44.60,96,48,-976,981
44.62,128,64,-960,970
44.65,112,48,-960,967
44.67,112,48,-976,983
44.69,128,48,-960,969
44.72,112,48,-992,999
44.76,112,48,-976,983
44.79,112,48,-976,983
44.81,128,48,-976,985
44.83,112,48,-992,999
44.86,96,48,-976,981
44.88,128,48,-976,985
44.91,128,48,-960,969
44.93,112,64,-960,968
44.95,112,32,-976,982
44.98,96,48,-976,981
45.00,96,48,-976,981
45.03,96,48,-976,981
45.07,80,64,-960,965
45.10,112,64,-976,984
45.12,112,64,-960,968
45.15,128,48,-976,985
45.17,112,48,-976,983
45.19,112,64,-976,984
45.22,112,48,-976,983
45.24,128,64,-976,986
45.27,128,64,-976,986
45.29,128,64,-960,970
45.31,128,32,-992,1000
45.34,112,48,-960,967
45.49,128,48,-976,985
45.51,112,48,-976,983
45.53,112,64,-976,984
45.56,112,48,-976,983
45.58,80,48,-960,964
45.61,112,64,-976,984
45.63,128,64,-976,986
45.65,112,48,-976,983
45.68,144,48,-960,971
45.70,128,80,-960,971
45.73,112,64,-992,1000
45.77,112,32,-976,982
45.79,112,32,-976,982
45.82,96,48,-976,981
45.84,96,64,-960,966
45.87,128,48,-976,985
45.89,112,64,-976,984
45.92,128,32,-976,984
45.94,128,64,-960,970
45.97,128,48,-976,985
45.99,112,64,-976,984
46.01,96,64,-960,966
46.04,112,48,-960,967
46.08,96,48,-976,981
46.11,128,64,-992,1002
46.13,96,48,-976,981
46.15,112,64,-976,984
46.18,96,48,-960,965
46.20,112,32,-992,998
46.23,112,32,-976,982
46.25,112,48,-976,983
46.27,128,48,-976,985
46.30,128,64,-1008,1018
46.32,112,48,-976,983
46.35,128,48,-976,985
46.39,112,48,-976,983
46.41,128,48,-976,985
46.44,96,64,-976,982
46.46,112,64,-960,968
46.49,112,48,-976,983
46.51,112,48,-992,999
46.54,112,48,-976,983
46.56,112,48,-976,983
46.59,96,48,-992,997
46.61,128,64,-992,1002
46.63,112,48,-992,999
46.68,112,64,-976,984
46.70,112,64,-976,984
46.73,112,48,-992,999
46.75,96,32,-992,997
46.77,96,64,-976,982
46.80,112,32,-960,967
46.82,112,64,-960,968
46.85,112,64,-976,984
46.87,112,48,-976,983
46.89,112,32,-976,982
46.92,96,80,-976,983
46.94,112,48,-992,999
46.99,112,64,-976,984
47.01,112,32,-976,982
47.03,128,48,-992,1001
47.06,112,48,-976,983
47.08,96,64,-960,966
47.11,112,48,-976,983
47.13,144,64,-976,988
47.16,128,64,-976,986
47.18,96,48,-976,981
47.21,96,48,-976,981
47.23,128,64,-976,986
47.25,96,32,-976,981
47.30,112,48,-976,983
47.32,128,48,-976,985
47.35,144,64,-976,988
47.37,112,64,-992,1000
47.39,112,64,-960,968
47.42,96,32,-960,965
47.44,112,32,-960,967
47.47,128,64,-960,970
47.49,128,48,-976,985
47.51,128,48,-976,985
47.54,128,48,-976,985
47.56,112,64,-992,1000
47.61,112,64,-976,984
47.63,128,48,-992,1001
47.65,112,48,-992,999
47.68,112,80,-992,1001
47.70,112,64,-976,984
47.73,128,48,-976,985
47.75,112,64,-976,984
47.77,128,32,-992,1000
47.80,96,64,-976,982
47.83,112,64,-992,1000
47.85,128,48,-976,985
47.89,112,80,-976,985
47.92,112,64,-960,968
47.94,128,32,-1008,1016
47.97,128,48,-992,1001
47.99,112,80,-976,985
48.01,112,64,-976,984
48.04,112,80,-960,969
48.06,96,48,-976,981
48.09,96,48,-992,997
48.11,128,64,-976,986
48.13,96,32,-992,997
48.16,112,48,-960,967
48.20,96,80,-976,983
48.23,128,64,-976,986
48.25,112,64,-992,1000
48.27,112,48,-976,983
48.30,112,48,-960,967
48.32,112,48,-960,967
48.35,112,64,-992,1000
48.37,128,80,-976,987
48.39,112,48,-960,967
48.42,96,64,-992,998
48.44,144,64,-992,1004
48.49,112,48,-976,983
48.51,128,48,-976,985
48.53,112,64,-976,984
48.56,112,48,-976,983
48.58,144,32,-976,987
48.61,112,64,-992,1000
48.63,112,48,-976,983
48.65,112,64,-960,968
48.68,112,32,-992,998
48.70,112,48,-976,983
48.73,112,48,-976,983
48.75,128,48,-976,985
48.79,112,32,-976,982
48.82,128,48,-976,985
48.84,128,48,-976,985
48.87,112,64,-992,1000
48.89,112,64,-992,1000
48.91,112,64,-992,1000
48.94,128,64,-976,986
48.96,112,48,-976,983
48.99,128,48,-976,985
49.01,112,48,-992,999
49.03,128,64,-992,1002
49.08,128,48,-976,985
49.10,96,48,-976,981
49.13,112,64,-976,984
49.15,112,48,-976,983
49.18,112,48,-976,983
49.20,112,48,-992,999
49.23,128,48,-976,985
49.25,112,32,-992,998
49.27,128,80,-992,1003
49.30,112,48,-976,983
49.32,128,64,-1008,1018
49.35,112,48,-976,983
49.39,128,48,-992,1001
49.41,128,64,-976,986
49.44,96,64,-960,966
49.46,112,80,-960,969
49.49,112,48,-976,983
49.51,128,48,-992,1001
49.53,112,48,-992,999
49.56,96,48,-960,965
49.58,96,64,-976,982
49.61,112,48,-976,983
49.63,112,64,-960,968
49.66,112,32,-976,982
49.69,128,32,-992,1000
49.72,128,64,-992,1002
49.74,128,48,-992,1001
49.77,112,64,-976,984
49.79,96,80,-960,968
49.82,112,64,-976,984
49.84,128,80,-976,987
49.87,112,48,-992,999
49.89,112,48,-976,983
49.91,96,64,-960,966
49.94,96,64,-960,966
49.98,112,48,-992,999
50.01,112,64,-992,1000
50.03,112,48,-992,999
50.05,112,48,-976,983
50.08,96,48,-976,981
50.10,96,64,-960,966
50.13,128,48,-992,1001
50.15,128,32,-976,984
50.17,112,80,-976,985
50.20,112,32,-976,982
50.22,112,80,-992,1001
50.25,112,48,-992,999
50.40,96,32,-976,981
50.43,128,48,-960,969
50.45,112,32,-976,982
50.47,128,48,-976,985
50.50,96,48,-976,981
50.52,128,64,-976,986
50.55,128,48,-976,985
50.57,96,48,-960,965
50.60,112,48,-976,983
50.62,128,48,-976,985
50.65,112,64,-976,984
50.68,128,64,-976,986
50.71,128,48,-960,969
50.73,96,48,-976,981
50.76,96,48,-976,981
50.78,128,80,-976,987
50.81,96,48,-976,981
50.83,96,48,-976,981
50.85,112,48,-976,983
50.88,128,32,-976,984
50.90,112,48,-976,983
50.93,96,48,-976,981
50.95,112,32,-976,982
50.99,96,48,-976,981
51.02,128,48,-960,969
51.04,96,80,-976,983
51.07,112,64,-992,1000
51.09,128,48,-992,1001
51.11,96,48,-976,981
51.14,96,64,-976,982
51.16,112,64,-976,984
51.19,112,64,-992,1000
51.21,112,48,-976,983
51.24,128,48,-992,1001
51.26,112,48,-960,967
51.31,96,80,-976,983
51.33,128,64,-992,1002
51.35,112,32,-976,982
51.38,96,64,-976,982
51.40,112,64,-992,1000
51.43,128,48,-976,985
51.45,96,48,-976,981
51.47,112,48,-976,983
51.50,112,64,-960,968
51.52,128,48,-976,985
51.55,112,64,-976,984
51.57,128,48,-960,969
51.61,96,48,-960,965
51.64,112,48,-992,999
51.66,128,80,-960,971
51.69,112,48,-976,983
51.71,128,48,-976,985
51.73,112,48,-976,983
51.76,112,48,-976,983
51.78,112,48,-992,999
51.81,112,48,-976,983
51.83,112,48,-976,983
51.86,128,48,-976,985
51.90,96,64,-960,966
51.93,96,48,-976,981
51.95,112,64,-976,984
51.97,96,32,-976,981
52.00,128,64,-976,986
52.02,112,64,-976,984
52.05,128,64,-976,986
52.07,128,48,-976,985
52.09,144,48,-992,1003
52.12,128,32,-976,984
52.14,112,64,-960,968
52.17,112,48,-992,999
52.21,112,48,-976,983
52.23,112,48,-976,983
52.26,128,64,-960,970
52.28,128,48,-976,985
52.31,96,64,-960,966
52.33,112,64,-976,984
52.35,128,48,-976,985
52.38,112,48,-992,999
52.40,96,64,-976,982
52.43,112,48,-992,999
52.45,96,64,-976,982
52.48,112,48,-992,999
52.52,112,64,-960,968
52.54,96,48,-992,997
52.57,112,32,-976,982
52.59,128,32,-960,969
52.61,112,32,-976,982
52.64,112,64,-1008,1016
52.66,112,16,-976,982
52.69,96,48,-992,997
52.71,112,64,-976,984
52.73,128,64,-976,986
52.76,128,48,-976,985
52.79,128,48,-960,969
52.82,128,64,-976,986
52.85,112,32,-992,998
52.87,128,32,-992,1000
52.89,128,48,-1008,1017
52.92,128,64,-992,1002
52.94,112,64,-976,984
52.97,112,48,-992,999
52.99,128,48,-976,985
53.01,96,32,-976,981
53.04,96,48,-976,981
53.06,128,48,-976,985
53.11,96,48,-960,965
53.13,96,80,-976,983
53.16,112,32,-976,982
53.18,96,64,-976,982
53.21,96,48,-1008,1013
53.23,128,48,-960,969
53.25,128,48,-976,985
53.28,128,48,-976,985
53.30,112,48,-992,999
53.33,128,48,-976,985
53.35,128,48,-976,985
53.37,96,48,-992,997
53.42,112,64,-976,984
53.44,128,32,-976,984
53.47,96,32,-992,997
53.49,128,48,-976,985
53.51,112,32,-992,998
53.54,112,64,-976,984
53.56,112,48,-976,983
53.59,112,48,-960,967
53.61,112,64,-976,984
53.63,96,64,-976,982
53.66,112,64,-976,984
53.68,112,48,-960,967
53.73,112,48,-992,999
53.75,112,32,-976,982
53.77,128,48,-960,969
53.80,80,48,-992,996
53.83,80,64,-960,965
53.85,128,64,-976,986
53.87,112,64,-976,984
53.90,112,64,-976,984
53.92,112,64,-976,984
53.95,128,48,-960,969
53.97,96,48,-992,997
54.01,128,64,-976,986
54.04,128,64,-992,1002
54.06,112,48,-992,999
54.09,128,64,-976,986
54.11,128,48,-976,985
54.13,96,48,-976,981
54.16,128,48,-992,1001
54.18,112,48,-960,967
54.21,112,64,-976,984
54.23,128,64,-976,986
54.25,112,32,-976,982
54.28,112,64,-976,984
54.32,112,48,-992,999
54.35,96,48,-976,981
54.37,112,64,-976,984
54.39,128,48,-976,985
54.42,96,48,-976,981
54.44,112,48,-992,999
54.47,112,64,-976,984
54.49,112,48,-976,983
54.52,96,64,-976,982
54.54,128,64,-992,1002
54.57,112,32,-960,967
54.59,112,64,-976,984
54.63,96,48,-1008,1013
54.66,112,64,-960,968
54.68,112,48,-992,999
54.71,112,64,-976,984
54.73,96,64,-976,982
54.75,96,48,-976,981
54.78,128,48,-976,985
54.80,112,64,-992,1000
54.83,128,48,-992,1001
54.85,96,32,-976,981
54.87,112,64,-976,984
54.92,112,64,-976,984
54.94,96,64,-1008,1014
54.97,128,64,-992,1002
54.99,128,48,-976,985
55.01,96,64,-976,982
55.04,128,32,-960,969
55.06,128,64,-992,1002
55.09,128,64,-976,986
55.11,112,64,-976,984
55.14,112,48,-976,983
55.16,128,48,-992,1001
55.19,96,48,-960,965
55.33,112,48,-976,983
55.36,128,64,-960,970
55.38,112,32,-976,982
55.41,96,48,-992,997
55.43,112,48,-976,983
55.45,128,80,-976,987
55.48,112,32,-976,982
55.50,96,32,-976,981
55.53,112,48,-976,983
55.55,112,80,-960,969
55.57,128,64,-976,986
55.60,128,64,-976,986
55.64,112,64,-976,984
55.67,112,64,-976,984
55.69,96,48,-976,981
55.71,128,48,-976,985
55.74,112,48,-992,999
55.76,96,64,-992,998
55.79,112,64,-976,984
55.81,128,32,-960,969
55.83,112,64,-976,984
55.86,112,64,-960,968
55.89,96,64,-976,982
55.93,128,48,-976,985
55.95,112,64,-976,984
55.98,112,32,-976,982
56.00,112,32,-976,982
56.03,112,32,-976,982
56.05,96,48,-976,981
56.07,128,48,-976,985
56.10,112,48,-960,967
56.12,128,48,-992,1001
56.15,112,48,-976,983
56.17,112,64,-976,984
56.19,128,32,-976,984
56.24,96,48,-976,981
56.26,128,64,-960,970
56.29,96,64,-976,982
56.31,112,64,-976,984
56.33,112,64,-992,1000
