Time (seconds),X-Force,Y-Force,Z-Force,AbsoluteForce
0.60,-16,576,-1200,1331
0.63,16,480,-848,974
0.65,240,704,-432,860
0.68,-192,928,-512,1077
0.71,448,320,-1232,1349
0.74,128,656,-1488,1631
0.76,-16,560,-704,899
0.79,-16,640,-896,1101
0.81,-48,592,-720,933
0.84,144,688,-672,972
0.86,96,608,-848,1047
0.88,0,624,-848,1052
0.91,-32,576,-784,973
0.93,-16,544,-912,1062
0.96,-64,192,-688,717
0.98,-16,480,-960,1073
1.02,0,656,-848,1072
1.05,48,432,-1008,1097
1.07,-128,304,-976,1030
1.10,-16,560,-912,1070
1.12,-32,368,-976,1043
1.14,-32,448,-1008,1103
1.17,96,288,-624,693
1.19,224,80,-384,451
1.22,240,-256,3184,3203
1.24,-336,176,-1424,1473
1.27,464,-704,240,876
1.31,-16,304,-1104,1145
1.34,-112,256,-816,862
1.36,-16,-32,-320,321
1.38,-16,240,-1072,1098
1.41,112,224,-816,853
1.43,-48,208,-1104,1124
1.46,32,272,-1008,1044
1.48,16,448,-928,1030
1.51,-32,256,-912,947
1.53,32,336,-896,957
1.56,16,64,-816,818
1.69,128,224,-880,917
1.73,96,64,-736,744
1.75,48,192,-1280,1295
1.78,-16,64,-768,770
1.80,384,-16,-928,1004
1.82,-416,304,448,682
1.85,-64,384,496,630
1.87,528,-64,-1520,1610
1.90,32,224,-1152,1174
1.92,80,256,-1024,1058
1.95,-64,288,-816,867
1.98,208,-112,-1040,1066
2.02,-112,640,-1040,1226
2.04,0,-384,-1328,1382
2.07,-112,224,-2080,2095
2.09,192,240,-624,695
2.12,-96,128,-1520,1528
2.14,-32,160,-1104,1115
2.17,-192,288,-912,975
2.19,-128,432,-960,1060
2.22,-32,128,-992,1000
2.24,-48,256,-896,933
2.26,-16,128,-976,984
2.31,0,112,-992,998
2.33,-16,-96,-1136,1140
2.36,-512,224,-1824,1907
2.38,176,160,240,337
2.40,-128,384,-752,854
2.43,-48,240,-992,1021
2.45,-160,448,-992,1100
2.48,-16,128,-896,905
2.50,-32,192,-1072,1089
2.53,-16,192,-976,994
2.55,-32,176,-976,992
2.60,-240,416,-944,1059
2.62,144,96,-1056,1070
2.65,192,784,464,931
2.67,-208,-576,1040,1206
2.70,-48,-128,-736,748
2.72,-144,-80,-656,676
2.75,128,96,-912,925
2.77,144,384,-1152,1222
2.80,64,320,-960,1013
2.82,192,-16,-1328,1341
2.84,-368,-16,-3072,3094
2.89,-16,528,32,529
2.91,48,48,-1264,1265
2.94,160,-16,-3232,3235
2.96,-32,-656,-1408,1553
2.98,0,320,1280,1319
3.01,0,224,624,662
3.04,80,0,-912,915
3.06,240,384,-784,905
3.08,-352,416,-1136,1259
3.11,16,144,-896,907
3.13,64,128,-960,970
3.16,128,48,-1008,1017
3.20,80,176,-1008,1026
3.22,80,176,-864,885
3.25,-320,112,-1056,1109
3.27,496,-832,-1376,1682
3.30,-112,112,-928,941
3.32,320,-96,-1264,1307
3.35,-64,176,-1312,1325
3.37,512,-192,-768,942
3.40,-496,1904,16,1967
3.42,448,288,1648,1731
3.44,-80,-160,-1104,1118
3.49,-368,304,2432,2478
3.51,-64,80,-1168,1172
3.54,400,736,-992,1298
3.56,816,544,-1104,1476
3.58,624,-48,-1712,1822
3.61,448,16,-1568,1630
3.63,896,112,-1168,1476
3.66,560,576,0,803
3.68,384,-64,-336,514
3.71,-176,176,-240,345
3.73,-16,608,-16,608
3.78,1216,-784,-1328,1963
3.80,640,176,-272,717
3.82,1008,-336,-592,1216
3.85,544,-208,-464,744
3.87,224,160,-720,770
3.90,720,-336,-880,1185
3.92,112,304,-288,433
3.95,928,640,-32,1127
3.97,-832,-432,0,937
4.00,592,320,-976,1185
4.02,656,-176,608,911
4.06,384,256,-1408,1481
4.09,800,-16,-48,801
4.11,-448,432,544,826
4.14,672,752,-368,1073
4.16,592,240,-624,892
4.18,736,-240,-608,984
4.21,640,384,-672,1004
4.23,624,240,-640,925
4.26,1424,432,-1696,2256
4.28,480,864,-48,989
4.30,544,624,64,830
4.33,1024,112,-112,1036
4.37,720,240,-688,1024
4.40,576,528,-432,892
4.42,768,448,-992,1332
4.44,-1424,944,1280,2134
4.47,2240,96,992,2451
4.49,976,432,-256,1097
4.52,784,672,-352,1090
4.54,848,-128,-512,998
4.56,160,464,-624,793
4.59,800,752,-256,1127
4.62,784,496,-464,1037
4.66,688,592,-400,991
4.68,80,848,1392,1631
4.71,736,832,-160,1122
4.73,864,576,-400,1112
4.76,688,768,-432,1117
4.78,688,432,-320,873
4.80,544,656,-208,877
4.83,720,528,-528,1037
4.86,720,928,-240,1198
4.88,768,480,-688,1137
4.90,656,656,-432,1023
4.95,576,768,-352,1022
4.97,416,816,-208,939
5.00,560,608,-240,860
5.02,112,2064,368,2099
0.24,672,496,-752,1123
0.27,704,496,-656,1082
0.29,480,528,-608,937
0.32,448,560,-432,837
0.34,432,544,-384,793
0.36,528,576,-368,863
0.39,304,272,96,419
0.41,512,608,-640,1020
0.46,416,480,-736,972
0.48,480,416,-592,868
0.50,336,624,-768,1045
0.53,464,528,-736,1017
0.56,368,400,-832,993
0.58,320,400,-832,977
0.60,288,400,-896,1022
0.63,288,400,-912,1036
0.65,256,288,-896,975
0.68,320,416,-704,878
0.70,304,416,-960,1089
0.74,304,320,-896,998
0.77,272,368,-848,963
0.79,192,448,-944,1062
0.82,384,240,-880,989
0.84,224,384,-864,971
0.86,80,368,-896,971
0.89,64,416,-912,1004
0.91,144,208,-720,763
0.94,80,320,-1504,1539
0.96,32,288,-784,835
0.98,48,304,-896,947
1.01,-48,288,-1072,1111
1.05,80,368,-704,798
1.08,-16,352,-912,977
1.10,48,224,-1008,1033
1.12,112,240,-880,918
1.15,0,144,-752,765
1.17,32,240,-928,959
1.20,32,192,-976,995
1.22,160,48,-1152,1164
1.25,32,256,-976,1009
1.27,0,256,-960,993
1.30,16,160,-960,973
1.33,-32,288,-1104,1141
1.36,16,224,-896,923
1.38,0,192,-1040,1057
1.41,0,240,-1056,1082
1.43,0,144,-1136,1145
1.46,16,256,-960,993
1.48,-16,320,-1040,1088
1.50,48,240,-960,990
1.53,0,272,-1008,1044
1.55,0,288,-976,1017
1.58,-16,224,-976,1001
1.60,0,224,-960,985
1.76,-16,208,-960,982
1.78,0,224,-960,985
1.80,-16,224,-960,985
1.83,0,208,-992,1013
1.85,0,224,-960,985
1.88,0,224,-976,1001
1.90,0,240,-976,1005
1.92,0,240,-976,1005
1.95,16,240,-976,1005
1.98,16,224,-976,1001
2.00,0,224,-960,985
2.02,0,224,-960,985
2.07,0,224,-944,970
2.09,16,208,-976,998
2.12,0,224,-960,985
2.14,-16,208,-976,998
2.16,0,208,-976,997
2.19,0,208,-976,997
2.21,-16,224,-960,985
2.24,-16,240,-960,989
2.26,16,224,-976,1001
2.28,-16,240,-976,1005
2.31,0,208,-976,997
2.33,16,224,-976,1001
2.38,0,224,-976,1001
2.40,0,224,-960,985
2.42,0,224,-976,1001
2.45,-16,224,-976,1001
2.47,0,208,-976,997
2.50,0,224,-976,1001
2.52,-16,208,-960,982
2.54,16,224,-976,1001
2.57,0,224,-960,985
2.59,0,224,-960,985
2.62,0,224,-960,985
2.64,0,224,-992,1016
2.67,0,224,-960,985
2.71,-16,240,-944,974
2.74,0,240,-976,1005
2.76,0,240,-960,989
2.78,16,240,-992,1020
2.81,0,224,-944,970
2.83,0,240,-960,989
2.86,-16,224,-960,985
2.88,0,240,-992,1020
2.90,-16,240,-976,1005
2.93,0,224,-976,1001
2.95,16,224,-976,1001
2.98,0,224,-976,1001
3.02,0,224,-976,1001
3.04,0,208,-944,966
3.07,0,224,-960,985
3.09,-16,224,-976,1001
3.12,-16,224,-960,985
3.14,0,224,-960,985
3.16,16,208,-976,998
3.19,0,224,-976,1001
3.21,-32,224,-960,986
3.24,16,192,-976,994
3.26,0,224,-976,1001
3.29,0,224,-960,985
3.33,0,224,-976,1001
3.36,-16,240,-992,1020
3.38,0,224,-976,1001
3.40,0,240,-976,1005
3.43,0,224,-992,1016
3.45,0,224,-976,1001
3.48,0,224,-960,985
3.50,-16,240,-976,1005
3.52,0,224,-992,1016
3.55,0,224,-992,1016
3.57,0,240,-960,989
3.60,0,224,-960,985
3.64,0,224,-976,1001
3.66,16,224,-976,1001
3.69,-16,224,-960,985
3.71,-16,208,-960,982
3.74,0,224,-960,985
3.76,-16,224,-960,985
3.78,16,208,-976,998
3.81,0,208,-992,1013
3.83,16,224,-960,985
3.86,-16,208,-976,998
3.88,0,224,-960,985
3.90,0,224,-976,1001
3.95,-16,208,-976,998
3.98,0,224,-976,1001
4.00,0,224,-976,1001
4.02,0,240,-992,1020
4.05,0,224,-976,1001
4.07,-16,208,-944,966
4.10,0,224,-976,1001
4.12,0,224,-960,985
4.14,0,224,-960,985
4.17,0,224,-960,985
4.19,0,224,-976,1001
4.22,-16,240,-992,1020
4.26,-16,224,-960,985
4.28,0,208,-976,997
4.31,-16,208,-976,998
4.33,0,192,-960,979
4.36,-16,208,-944,966
4.38,-16,224,-960,985
4.40,0,224,-960,985
4.43,0,240,-992,1020
4.45,16,240,-976,1005
4.48,-16,240,-976,1005
4.50,-16,208,-992,1013
4.52,0,208,-976,997
4.57,-16,224,-992,1017
4.59,0,208,-976,997
4.62,0,240,-976,1005
4.64,0,192,-976,994
4.67,0,208,-976,997
4.69,16,240,-976,1005
4.72,0,208,-976,997
4.74,0,208,-976,997
4.76,-16,208,-976,998
4.79,0,208,-976,997
4.81,16,192,-976,994
4.84,-16,224,-976,1001
4.88,0,240,-960,989
4.90,-16,208,-976,998
4.93,16,224,-992,1017
4.95,0,208,-976,997
4.98,0,224,-976,1001
5.00,0,224,-976,1001
5.02,-32,224,-976,1001
5.05,0,224,-976,1001
5.07,0,240,-976,1005
5.10,-16,240,-944,974
5.12,16,208,-976,998
5.14,0,224,-976,1001
5.18,16,224,-960,985
5.21,0,224,-976,1001
5.23,0,208,-976,997
5.26,0,224,-960,985
5.28,0,224,-944,970
5.31,16,208,-976,998
5.33,-16,208,-976,998
5.36,0,224,-976,1001
5.38,0,224,-976,1001
5.40,0,192,-976,994
5.43,-16,224,-976,1001
5.45,0,208,-976,997
5.48,-16,192,-960,979
5.52,-16,240,-976,1005
5.54,-16,208,-960,982
5.57,16,208,-960,982
5.59,0,224,-976,1001
5.62,0,224,-976,1001
5.64,0,208,-960,982
5.66,0,224,-976,1001
5.69,0,208,-960,982
5.71,16,240,-976,1005
5.74,0,208,-976,997
5.76,0,240,-976,1005
5.78,0,192,-960,979
5.83,-16,224,-960,985
5.85,-16,224,-976,1001
5.88,16,208,-960,982
5.90,16,224,-976,1001
5.93,-16,224,-960,985
5.95,0,224,-992,1016
5.98,0,224,-960,985
6.00,0,208,-976,997
6.02,0,224,-960,985
6.05,-16,224,-960,985
6.07,0,208,-960,982
6.10,0,224,-976,1001
6.14,-16,208,-976,998
6.16,0,208,-976,997
6.19,0,224,-992,1016
6.21,0,208,-960,982
6.24,-16,224,-992,1017
6.26,0,224,-944,970
6.28,16,224,-960,985
6.31,16,224,-992,1017
6.33,-16,208,-960,982
6.36,-16,224,-1008,1032
6.38,0,192,-976,994
6.40,0,224,-992,1016
6.45,0,224,-960,985
6.47,0,208,-976,997
6.50,0,208,-960,982
6.52,-16,224,-976,1001
6.54,0,224,-976,1001
6.57,0,224,-976,1001
6.60,-16,208,-944,966
6.62,0,208,-976,997
6.64,0,224,-960,985
6.67,-16,224,-960,985
6.69,16,208,-976,998
6.72,-16,224,-960,985
6.86,-16,208,-960,982
6.89,0,208,-960,982
6.91,0,208,-976,997
6.94,16,224,-960,985
6.96,-16,208,-960,982
6.98,-16,224,-960,985
7.01,16,224,-992,1017
7.03,-16,224,-960,985
7.06,16,224,-960,985
7.08,16,208,-976,998
7.10,0,224,-960,985
7.13,-16,224,-976,1001
7.17,0,208,-976,997
7.20,0,192,-960,979
7.22,0,224,-960,985
7.24,0,224,-976,1001
7.27,-16,224,-960,985
7.29,0,208,-960,982
7.32,-16,208,-960,982
7.34,0,208,-960,982
7.37,0,224,-976,1001
7.39,-16,208,-976,998
7.42,16,224,-976,1001
7.44,0,240,-992,1020
7.48,16,224,-976,1001
7.51,16,224,-976,1001
7.53,-16,224,-960,985
7.56,0,240,-976,1005
7.58,-16,224,-960,985
7.60,0,208,-976,997
7.63,-16,224,-976,1001
7.65,16,192,-976,994
7.68,0,208,-976,997
7.70,0,240,-960,989
7.72,0,208,-992,1013
7.75,0,208,-960,982
7.77,0,224,-976,1001
7.82,-16,208,-960,982
7.84,0,192,-960,979
7.86,-16,224,-976,1001
7.89,-16,224,-960,985
7.91,16,208,-960,982
7.94,-16,240,-976,1005
7.96,0,224,-976,1001
7.99,16,208,-976,998
8.01,32,192,-976,995
8.04,-16,224,-976,1001
8.06,0,224,-960,985
8.10,-16,208,-976,998
8.13,-16,208,-976,998
8.15,-16,224,-960,985
8.18,0,208,-976,997
8.20,0,208,-976,997
8.22,-16,240,-944,974
8.25,0,192,-960,979
8.27,0,240,-976,1005
8.30,16,224,-976,1001
8.32,0,208,-960,982
8.34,0,192,-960,979
8.37,0,208,-960,982
8.39,-16,224,-960,985
8.44,0,208,-976,997
8.46,0,224,-960,985
8.48,16,224,-976,1001
8.51,16,224,-992,1017
8.53,-16,208,-976,998
8.56,0,208,-960,982
8.58,16,224,-976,1001
8.60,0,208,-992,1013
8.63,0,224,-976,1001
8.66,-16,224,-960,985
8.68,16,224,-976,1001
8.70,-16,208,-976,998
8.75,-16,208,-960,982
8.77,16,208,-992,1013
8.80,0,208,-976,997
8.82,0,224,-960,985
8.84,0,208,-960,982
8.87,0,192,-992,1010
8.89,16,208,-976,998
8.92,0,240,-976,1005
8.94,0,208,-992,1013
8.96,-16,240,-976,1005
8.99,-16,208,-976,998
9.01,-16,208,-976,998
9.06,16,208,-976,998
9.08,0,208,-976,997
9.10,0,240,-976,1005
9.13,0,224,-976,1001
9.15,-16,208,-976,998
9.18,0,224,-976,1001
9.20,0,192,-992,1010
9.22,0,208,-976,997
9.25,0,208,-976,997
9.27,0,224,-976,1001
9.30,0,208,-960,982
9.32,0,208,-976,997
9.37,0,224,-976,1001
9.39,0,224,-976,1001
9.42,0,208,-944,966
9.44,16,208,-976,998
9.46,0,224,-976,1001
9.49,0,208,-976,997
9.51,-16,208,-960,982
9.54,0,240,-976,1005
9.56,0,224,-976,1001
9.58,-16,224,-960,985
9.61,-16,224,-960,985
9.63,0,224,-976,1001
9.68,-16,208,-976,998
9.70,16,208,-960,982
9.72,16,208,-976,998
9.75,-16,208,-976,998
9.77,-16,224,-960,985
9.80,-16,208,-976,998
9.82,0,224,-960,985
9.84,-16,224,-960,985
9.87,16,208,-976,998
9.89,-16,224,-928,954
9.92,-16,208,-992,1013
9.94,16,208,-976,998
9.98,0,192,-976,994
10.01,-16,208,-992,1013
10.03,0,224,-976,1001
10.06,-16,208,-976,998
10.08,0,224,-992,1016
10.10,0,192,-976,994
10.13,16,208,-944,966
10.15,-16,224,-960,985
10.18,0,224,-960,985
10.20,-16,208,-960,982
10.22,-16,208,-976,998
10.25,0,208,-976,997
10.29,16,208,-976,998
10.32,16,176,-976,991
10.34,0,208,-976,997
10.36,-16,208,-976,998
10.39,-16,208,-976,998
10.41,0,224,-960,985
10.44,0,224,-976,1001
10.46,0,240,-976,1005
10.48,-16,208,-976,998
10.51,-16,208,-976,998
10.53,-16,240,-976,1005
10.58,16,240,-976,1005
10.60,0,208,-960,982
10.63,0,240,-976,1005
10.65,0,224,-992,1016
10.68,0,224,-976,1001
10.70,0,240,-960,989
10.72,-16,208,-976,998
10.75,-16,224,-992,1017
10.77,16,208,-976,998
10.80,0,224,-960,985
10.82,16,176,-992,1007
10.84,0,192,-992,1010
10.89,0,240,-960,989
10.91,0,208,-976,997
10.94,0,192,-976,994
10.96,0,192,-944,963
10.98,0,208,-976,997
11.01,16,208,-976,998
11.03,-16,208,-944,966
11.06,-16,208,-960,982
11.08,0,224,-976,1001
11.10,16,224,-976,1001
11.13,0,224,-976,1001
11.17,0,208,-976,997
11.20,16,240,-992,1020
11.22,-16,208,-960,982
11.24,-16,208,-976,998
11.27,-16,224,-960,985
11.30,-16,224,-976,1001
11.32,16,224,-976,1001
11.34,0,224,-976,1001
11.37,16,224,-976,1001
11.39,-32,208,-960,982
11.42,0,240,-976,1005
11.44,-16,224,-960,985
11.48,0,224,-960,985
11.51,-16,208,-960,982
11.53,0,224,-960,985
11.56,0,208,-960,982
11.58,16,224,-976,1001
11.60,16,192,-960,979
11.63,0,224,-976,1001
11.65,16,208,-944,966
11.68,0,224,-976,1001
11.70,32,192,-960,979
11.72,-16,208,-976,998
11.88,16,224,-960,985
11.90,-32,224,-976,1001
11.93,0,192,-944,963
11.95,-16,192,-976,994
11.98,0,224,-992,1016
12.00,0,224,-976,1001
12.02,0,208,-976,997
12.05,0,192,-976,994
12.08,0,224,-976,1001
12.10,-16,208,-944,966
12.12,16,208,-976,998
12.15,16,208,-960,982
12.19,16,224,-960,985
12.22,-16,208,-960,982
12.24,0,224,-960,985
12.26,0,208,-960,982
12.29,0,224,-960,985
12.31,0,208,-976,997
12.34,16,208,-960,982
12.36,16,192,-960,979
12.38,-16,208,-960,982
12.41,-16,208,-944,966
12.43,0,208,-976,997
12.46,16,208,-976,998
12.50,0,208,-976,997
12.52,0,208,-976,997
12.55,16,224,-960,985
12.57,-16,224,-976,1001
12.60,0,240,-976,1005
12.62,16,192,-976,994
12.64,0,192,-960,979
12.67,-16,208,-976,998
12.69,0,224,-960,985
12.72,0,240,-976,1005
12.74,0,240,-960,989
12.79,-16,224,-976,1001
12.81,-16,208,-976,998
12.84,-16,224,-976,1001
12.86,16,208,-960,982
12.88,0,240,-976,1005
12.91,16,208,-960,982
12.93,16,240,-976,1005
12.96,16,240,-960,989
12.98,16,224,-976,1001
13.00,0,208,-976,997
13.03,-16,192,-976,994
13.05,-16,240,-976,1005
13.10,0,224,-960,985
13.12,16,208,-976,998
13.14,0,224,-960,985
13.17,0,192,-976,994
13.19,0,224,-976,1001
13.22,-16,208,-960,982
13.24,0,208,-976,997
13.26,0,208,-976,997
13.29,0,208,-976,997
13.31,-16,208,-960,982
13.34,-16,224,-992,1017
13.38,0,224,-976,1001
13.41,-16,192,-976,994
13.43,-16,208,-976,998
13.46,0,224,-976,1001
13.48,0,224,-960,985
13.50,0,192,-960,979
13.53,-16,224,-960,985
13.55,-16,240,-976,1005
13.58,-16,224,-960,985
13.60,0,224,-960,985
13.62,16,224,-960,985
13.65,-16,176,-960,976
13.69,0,224,-976,1001
13.72,0,192,-960,979
13.74,0,208,-960,982
13.76,-16,224,-960,985
13.79,0,224,-960,985
13.81,16,224,-976,1001
13.84,0,224,-976,1001
13.86,-16,208,-976,998
13.88,-16,192,-992,1010
13.91,0,224,-976,1001
13.93,0,208,-960,982
13.98,16,224,-976,1001
14.00,-16,224,-976,1001
14.02,0,208,-976,997
14.05,0,224,-960,985
14.07,0,224,-976,1001
14.10,16,208,-992,1013
14.12,0,208,-976,997
14.14,-16,208,-960,982
14.17,-16,208,-992,1013
14.19,-16,224,-960,985
14.22,16,192,-976,994
14.24,16,224,-976,1001
14.28,16,208,-976,998
14.31,32,224,-960,986
14.33,0,208,-976,997
14.36,32,224,-960,986
14.38,16,208,-976,998
14.40,-16,224,-976,1001
14.43,16,208,-960,982
14.45,-16,208,-960,982
14.48,0,224,-960,985
14.50,0,208,-976,997
14.52,0,208,-976,997
14.57,0,224,-976,1001
14.59,-16,224,-976,1001
14.62,16,192,-960,979
14.64,-32,208,-976,998
14.66,-16,208,-960,982
14.69,0,224,-944,970
14.72,0,208,-976,997
14.74,0,208,-976,997
14.76,0,208,-944,966
14.79,0,192,-992,1010
14.81,0,224,-976,1001
14.84,-16,208,-976,998
14.88,0,224,-992,1016
14.90,-32,224,-976,1001
14.93,-16,224,-976,1001
14.95,0,192,-992,1010
14.98,-16,208,-976,998
15.00,-16,208,-960,982
15.02,0,208,-976,997
15.05,0,192,-992,1010
15.07,-16,224,-976,1001
15.10,16,208,-976,998
15.12,0,208,-976,997
15.16,-16,240,-976,1005
15.19,0,208,-960,982
15.21,0,208,-976,997
15.24,0,224,-944,970
15.26,0,208,-976,997
15.28,16,192,-960,979
15.31,0,224,-976,1001
15.33,0,240,-960,989
15.36,0,224,-960,985
15.38,0,208,-944,966
15.41,0,224,-960,985
15.43,16,208,-944,966
15.48,16,224,-976,1001
15.50,0,208,-960,982
15.52,0,224,-976,1001
15.55,16,192,-944,963
15.57,32,192,-960,979
15.60,0,208,-976,997
15.62,-16,224,-976,1001
15.64,0,224,-992,1016
15.67,0,208,-976,997
15.69,0,240,-976,1005
15.72,-16,208,-976,998
15.74,16,192,-960,979
15.78,0,224,-976,1001
15.81,-16,224,-976,1001
15.83,16,208,-960,982
15.86,0,208,-960,982
15.88,32,208,-976,998
15.90,0,192,-976,994
15.93,16,208,-960,982
15.95,0,192,-976,994
15.98,16,208,-960,982
16.00,-16,208,-960,982
16.03,-32,208,-992,1014
16.07,-16,208,-960,982
16.10,-16,224,-976,1001
16.12,16,224,-976,1001
16.14,-16,208,-976,998
16.17,0,192,-976,994
16.19,-16,224,-976,1001
16.22,0,208,-976,997
16.24,16,208,-960,982
16.26,16,208,-976,998
16.29,0,208,-976,997
16.31,0,208,-992,1013
16.34,0,208,-960,982
16.38,16,192,-976,994
16.40,0,224,-992,1016
16.43,0,192,-976,994
16.45,0,224,-976,1001
16.48,0,192,-960,979
16.50,0,208,-960,982
16.52,0,224,-960,985
16.55,-16,224,-976,1001
16.57,16,208,-976,998
16.60,0,192,-960,979
16.62,-16,224,-960,985
16.65,-16,208,-976,998
16.79,0,208,-992,1013
16.82,0,192,-960,979
16.84,0,224,-976,1001
16.86,-16,192,-960,979
16.89,0,224,-960,985
16.91,-16,208,-976,998
16.94,0,224,-976,1001
16.96,0,208,-976,997
16.98,16,208,-976,998
17.01,0,192,-960,979
17.03,-16,208,-960,982
17.08,0,208,-976,997
17.10,-16,208,-976,998
17.12,-16,224,-960,985
17.15,0,192,-976,994
17.17,16,208,-992,1013
17.20,0,192,-976,994
17.22,0,224,-960,985
17.24,16,224,-976,1001
17.27,0,224,-976,1001
17.29,0,224,-992,1016
17.32,0,224,-960,985
17.34,16,208,-960,982
17.38,0,176,-944,960
17.41,0,208,-976,997
17.43,-16,224,-992,1017
17.46,16,208,-976,998
17.48,0,192,-960,979
17.51,-16,208,-976,998
17.53,-16,208,-960,982
17.56,0,224,-976,1001
17.58,-16,208,-976,998
17.60,16,208,-976,998
17.63,0,224,-992,1016
17.67,0,208,-960,982
17.70,0,208,-976,997
17.72,0,192,-960,979
17.74,0,192,-976,994
17.77,0,192,-944,963
17.79,-16,208,-976,998
17.82,0,224,-960,985
17.84,-16,192,-960,979
17.86,0,208,-976,997
17.89,0,192,-960,979
17.91,0,208,-976,997
17.94,0,224,-992,1016
17.98,0,208,-976,997
18.00,0,224,-960,985
18.03,0,208,-992,1013
18.05,0,208,-976,997
18.08,-16,224,-960,985
18.10,0,224,-976,1001
18.13,16,224,-992,1017
18.15,-16,208,-992,1013
18.18,0,208,-976,997
18.20,0,208,-960,982
18.22,-16,224,-960,985
18.25,16,208,-976,998
18.29,16,208,-976,998
18.32,-32,208,-976,998
18.34,0,224,-976,1001
18.36,0,208,-992,1013
18.39,-16,224,-960,985
18.41,16,192,-976,994
18.44,0,192,-960,979
18.46,0,208,-960,982
18.48,0,208,-976,997
18.51,-32,224,-976,1001
18.53,0,224,-976,1001
18.56,0,240,-976,1005
18.60,-16,208,-992,1013
18.62,0,224,-960,985
18.65,16,192,-976,994
18.67,0,208,-976,997
18.70,0,224,-976,1001
18.72,0,224,-960,985
18.75,16,176,-976,991
18.77,0,224,-976,1001
18.80,0,192,-960,979
18.82,0,208,-976,997
18.84,0,192,-992,1010
18.89,-32,208,-976,998
18.91,-16,224,-960,985
18.94,0,208,-976,997
18.96,16,208,-976,998
18.98,-16,224,-992,1017
19.01,0,208,-976,997
19.03,32,208,-976,998
19.06,-16,224,-976,1001
19.08,16,208,-960,982
19.10,-16,208,-960,982
19.13,16,224,-976,1001
19.15,0,176,-976,991
19.20,0,208,-976,997
19.22,-32,224,-976,1001
19.24,-16,208,-960,982
19.27,-16,208,-960,982
19.29,-16,208,-960,982
19.32,0,224,-960,985
19.34,16,224,-976,1001
19.36,16,192,-976,994
19.39,-16,208,-992,1013
19.42,0,192,-960,979
19.44,-16,224,-976,1001
19.48,0,208,-960,982
19.51,16,208,-976,998
19.53,-16,192,-976,994
19.56,0,224,-960,985
19.58,0,192,-960,979
19.60,16,208,-960,982
19.63,0,208,-960,982
19.65,0,192,-992,1010
19.68,0,176,-976,991
19.70,16,208,-960,1005
19.72,16,224,-976,1001
19.75,16,208,-960,982
19.79,0,192,-992,1010
19.82,0,224,-976,1001
19.84,0,224,-960,985
19.86,16,208,-976,998
19.89,0,224,-976,1001
19.91,0,208,-960,982
19.94,16,208,-960,982
19.96,-32,208,-976,998
19.98,0,224,-960,985
20.01,-16,208,-976,998
20.03,0,208,-960,982
20.06,-16,192,-976,994
20.10,0,224,-976,1001
20.12,16,208,-976,998
20.15,0,208,-976,997
20.17,16,192,-976,994
20.20,0,192,-992,1010
20.22,0,224,-960,985
20.24,0,208,-976,997
20.27,16,224,-992,1017
20.29,0,224,-976,1001
20.32,-16,208,-976,998
20.34,0,208,-992,1013
20.38,0,208,-976,997
20.41,0,208,-960,982
20.43,16,208,-976,998
20.46,-16,224,-976,1001
20.48,0,224,-960,985
20.50,16,192,-960,979
20.53,0,240,-976,1005
20.55,-16,192,-976,994
20.58,0,208,-960,982
20.60,0,224,-960,985
20.62,16,224,-960,985
20.65,16,208,-992,1013
20.69,0,208,-992,1013
20.72,0,224,-976,1001
20.74,-16,208,-976,998
20.76,16,208,-976,998
20.79,-16,224,-976,1001
20.81,0,224,-976,1001
20.84,-16,224,-976,1001
20.86,0,208,-992,1013
20.88,16,208,-960,982
20.91,0,192,-992,1010
20.93,16,208,-960,982
20.98,-16,208,-976,998
21.00,0,208,-976,997
21.02,0,224,-960,985
21.05,0,208,-976,997
21.07,0,240,-960,989
21.10,-16,224,-976,1001
21.12,0,208,-976,997
21.14,0,208,-976,997
21.17,16,224,-960,985
21.19,0,208,-960,982
21.22,16,224,-976,1001
21.24,16,224,-976,1001
21.28,16,208,-976,998
21.31,-16,192,-976,994
21.33,0,208,-976,997
21.36,16,192,-992,1010
21.38,-32,208,-960,982
21.41,16,224,-976,1001
21.43,0,208,-960,982
21.46,-16,208,-976,998
21.48,0,224,-960,985
21.50,0,208,-960,982
21.53,32,224,-992,1017
21.55,-16,192,-976,994
21.71,16,224,-976,1001
21.73,-16,224,-960,985
21.76,0,208,-960,982
21.78,0,240,-944,974
21.80,0,192,-960,979
21.83,16,208,-960,982
21.85,16,192,-976,994
21.88,0,176,-960,976
21.90,-16,208,-960,982
21.92,16,192,-976,994
21.95,16,224,-992,1017
21.99,16,208,-976,998
22.02,16,208,-976,998
22.04,0,208,-976,997
22.06,-16,224,-944,970
22.09,16,192,-992,1010
22.11,16,224,-960,985
22.14,0,208,-992,1013
22.16,16,224,-976,1001
22.19,16,208,-960,982
22.21,0,224,-976,1001
22.24,0,208,-960,982
22.26,16,208,-960,982
22.30,0,224,-960,985
22.33,-16,224,-992,1017
22.35,0,224,-992,1016
22.38,-16,176,-976,991
22.40,16,224,-960,985
22.42,0,240,-960,989
22.45,0,208,-976,997
22.47,0,208,-960,982
22.50,0,208,-960,982
22.52,-16,208,-976,998
22.54,16,208,-976,998
22.59,0,208,-976,997
22.61,-16,208,-992,1013
22.64,0,192,-960,979
22.66,16,160,-976,989
22.68,0,208,-976,997
22.71,-16,224,-976,1001
